Project Code,PQ #,Country,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Scheduled_Delivery_Date_D,Scheduled_Delivery_Date_M,Scheduled_Delivery_Date_Y,Delivered_to_Client_Date_D,Delivered_to_Client_Date_M,Delivered_to_Client_Date_Y
24,246,5,0,0,0,214,0,0,8,91,17,0,44,3,60,741,3705.0,5.0,0.08,37,66.0,1572.92,4.58,25.0,9,14.0,25.0,8,14.0
2,0,2,1,3,0,0,0,1,16,5,5,0,4,1,30,17000,211140.0,12.42,0.41,0,6007.0,20395.6,337.82,28.0,9,8.0,28.0,8,8.0
31,651,10,1,3,1,382,0,1,16,55,28,0,33,7,30,40534,190509.8,4.7,0.16,28,3749.0,9708.48,235.66,30.0,10,13.0,29.0,7,13.0
4,0,4,1,3,0,0,0,1,16,21,17,0,3,1,60,3000,76740.0,25.58,0.43,4,187.0,5110.42,150.41,14.0,7,9.0,14.0,10,9.0
45,714,10,1,3,1,90,0,0,16,77,16,0,38,11,60,61591,255602.65,4.15,0.07,15,2641.0,4529.65,316.18,12.0,6,13.0,20.0,6,13.0
30,228,7,0,0,0,203,0,1,4,78,35,0,39,1,30,1801,36020.0,20.0,0.67,4,225.0,1726.75,37.03,26.0,4,14.0,26.0,4,14.0
35,29,17,0,0,0,29,0,1,4,59,29,0,35,7,30,1244,17540.4,14.1,0.47,4,175.0,5864.56,28.94,12.0,5,11.0,12.0,5,11.0
26,5,14,0,4,3,6,0,0,8,44,8,0,0,9,240,9960,20517.6,2.06,0.01,10,3670.0,9021.5,33.85,7.0,11,11.0,7.0,11,11.0
26,5,14,0,4,3,6,0,0,8,44,8,0,0,9,240,50000,103000.0,2.06,0.01,10,18467.0,6617.84,169.95,25.0,2,11.0,25.0,2,11.0
22,612,3,1,3,2,439,0,1,16,7,3,0,3,1,30,156,1024.92,6.57,0.22,4,9.0,12601.07,1.69,21.0,4,11.0,11.0,9,11.0
23,128,0,0,0,0,19,0,1,4,59,29,0,35,7,30,46802,537754.98,11.49,0.38,4,5281.0,13625.75,665.2,1.0,1,13.0,1.0,1,13.0
1,0,1,1,3,0,0,0,1,16,5,5,0,4,1,30,28926,307194.12,10.62,0.35,4,4593.0,16901.37,602.1,3.0,9,9.0,3.0,8,9.0
29,499,4,1,3,1,381,0,1,16,76,1,0,1,1,120,3524,87254.24,24.76,0.21,4,3264.0,14368.65,122.33,30.0,8,13.0,8.0,8,13.0
25,438,11,1,3,1,341,0,0,16,61,4,0,0,9,240,1822,3680.44,2.02,0.01,0,707.0,826.26,6.07,30.0,2,11.0,30.0,2,11.0
24,229,5,0,1,0,204,0,0,33,18,1,0,16,1,60,216,1596.24,7.39,0.12,1,24.0,4059.85,2.24,8.0,1,12.0,8.0,1,12.0
26,8,14,0,4,0,8,0,1,8,7,3,0,3,1,30,19992,156337.44,7.82,0.26,10,1378.0,3646.1,337.06,13.0,0,10.0,25.0,3,11.0
45,493,10,1,3,1,379,0,0,16,27,18,0,22,11,60,19425,36907.5,1.9,0.03,10,1043.0,8043.57,51.74,14.0,11,12.0,13.0,11,12.0
26,111,14,0,4,3,105,0,0,15,30,17,10,24,9,240,20000,185600.0,9.28,0.04,18,7656.0,9650.6,306.24,23.0,6,11.0,23.0,6,11.0
15,0,12,1,3,1,0,0,1,16,4,4,0,3,1,60,500,3855.0,7.71,0.13,0,10681.0,17384.76,7.56,15.0,4,9.0,15.0,4,9.0
15,0,12,1,3,1,1,0,1,16,5,5,0,4,1,30,120000,960000.0,8.0,0.27,4,9022.0,4506.18,1881.6,4.0,6,9.0,4.0,6,9.0
23,295,0,0,0,0,255,0,1,9,9,8,0,7,1,60,5600,10080.0,1.8,0.03,12,606.0,1328.13,11.86,10.0,9,15.0,10.0,8,15.0
25,645,11,1,3,1,368,0,1,16,20,16,0,18,7,60,182729,1639079.13,8.97,0.15,12,25666.0,7733.77,2297.99,22.0,9,13.0,22.0,8,13.0
30,115,7,0,0,0,109,0,0,0,83,0,0,0,0,100,11036,14346.8,1.3,0.01,0,2385.0,10898.12,17.75,10.0,11,13.0,12.0,11,13.0
24,421,5,1,3,0,331,0,0,16,47,5,0,20,2,90,1260,12234.6,9.71,0.11,0,194.0,2452.54,26.38,12.0,10,11.0,4.0,9,11.0
22,273,3,0,1,0,236,0,1,1,19,15,8,17,2,336,273,10472.28,38.36,0.11,11,520.0,3759.22,22.58,8.0,7,11.0,8.0,10,11.0
31,619,10,1,3,1,443,0,1,16,52,18,0,27,7,60,76,224.2,2.95,0.05,10,248.0,481.71,0.37,14.0,2,11.0,21.0,2,11.0
34,436,12,1,3,0,340,0,1,16,54,25,0,32,7,30,10015,109363.8,10.92,0.36,4,846.0,3798.73,180.45,15.0,1,11.0,18.0,5,11.0
60,473,7,1,3,0,365,0,1,16,23,0,0,20,1,60,36000,87840.0,2.44,0.04,15,2026.0,10095.9,123.15,30.0,0,12.0,30.0,0,12.0
6,0,5,1,3,0,0,0,1,16,21,17,0,3,1,60,450,11452.5,25.45,0.42,4,47.0,1432.88,22.45,10.0,9,9.0,10.0,8,9.0
9,0,7,1,3,0,0,0,1,16,15,14,0,13,7,60,1511,10879.2,7.2,0.12,15,205.0,2202.02,21.32,9.0,3,9.0,9.0,3,9.0
34,476,12,1,3,1,367,0,1,16,54,25,0,32,7,30,9400,75576.0,8.04,0.27,4,796.0,4496.13,105.96,23.0,1,12.0,18.0,4,12.0
30,658,7,1,3,1,394,0,1,16,1,1,1,1,1,120,8760,177127.2,20.22,0.17,1,1798.0,5856.65,219.11,15.0,2,13.0,22.0,2,13.0
27,583,6,1,3,1,299,0,0,16,77,16,0,38,11,60,2196,7905.6,3.6,0.06,10,192.0,2232.42,8.13,31.0,3,15.0,24.0,11,14.0
14,0,11,1,3,0,0,0,1,16,14,13,0,12,7,60,3672,34333.2,9.35,0.16,0,3427.0,3874.22,54.93,14.0,2,8.0,14.0,2,8.0
23,128,0,0,0,0,19,0,1,4,59,29,0,35,7,30,30339,348595.11,11.49,0.38,4,3419.0,15006.27,431.21,13.0,5,13.0,13.0,5,13.0
23,165,0,0,1,0,150,0,1,1,19,15,8,17,2,336,20,6137.6,306.88,0.91,11,57.0,5795.92,13.23,2.0,1,10.0,2.0,1,10.0
29,407,4,1,3,0,322,0,1,16,14,13,0,12,7,60,61920,542419.2,8.76,0.15,12,5334.0,8815.65,1169.46,14.0,6,10.0,6.0,6,10.0
24,13,5,0,0,0,13,0,1,9,14,13,0,12,7,60,50544,334095.84,6.61,0.11,31,4669.0,34778.32,343.45,12.0,7,15.0,12.0,10,15.0
7,0,6,1,3,0,0,0,1,16,5,5,0,4,1,30,37258,462744.36,12.42,0.41,0,3195.0,36417.89,740.39,31.0,3,8.0,31.0,3,8.0
23,92,0,0,0,0,88,0,1,9,23,0,0,20,1,60,9023,21925.89,2.43,0.04,12,5359.0,18473.57,47.27,16.0,7,11.0,16.0,10,11.0
23,84,0,0,0,0,80,0,1,8,15,14,0,13,7,60,19920,114340.8,5.74,0.1,10,1936.0,5314.56,246.52,15.0,9,10.0,15.0,8,10.0
23,295,0,0,0,0,255,0,1,9,9,8,0,7,1,60,9400,16920.0,1.8,0.03,12,1030.0,1593.67,19.91,31.0,9,15.0,31.0,8,15.0
31,21,10,0,0,0,21,0,1,0,55,28,0,33,7,30,32760,152334.0,4.65,0.16,28,3155.0,25316.94,156.6,14.0,4,14.0,14.0,4,14.0
10,0,8,1,3,0,0,0,1,16,5,5,0,4,1,30,2100,25221.0,12.01,0.4,0,181.0,690.39,40.35,10.0,8,8.0,10.0,7,8.0
22,433,3,1,3,2,338,0,1,16,7,3,0,3,1,30,3000,19710.0,6.57,0.22,0,263.0,13398.06,32.52,15.0,4,11.0,6.0,5,11.0
14,0,11,1,3,0,0,0,0,16,47,5,0,20,2,90,422,7152.9,16.95,0.19,0,514.0,740.43,11.44,15.0,1,7.0,15.0,1,7.0
24,443,5,1,3,0,345,0,1,16,14,13,0,12,7,60,20642,176489.1,8.55,0.14,12,1778.0,28585.57,291.21,19.0,5,11.0,21.0,5,11.0
33,49,2,0,0,3,48,0,1,4,71,11,0,10,7,30,53149,1057665.1,19.9,0.66,4,5803.0,27478.63,2280.33,29.0,11,10.0,29.0,11,10.0
29,589,4,1,3,1,255,0,1,16,5,5,0,4,1,30,14996,46787.52,3.12,0.1,10,33428.0,49314.37,55.07,19.0,4,15.0,8.0,4,15.0
2,0,2,1,3,0,0,0,1,16,5,5,0,4,1,30,145000,1741450.0,12.01,0.4,4,11186.0,9330.0,2786.32,22.0,1,8.0,22.0,1,8.0
24,754,5,1,3,0,519,0,1,16,1,1,1,1,1,120,2000,37800.0,18.9,0.16,1,457.0,5413.7,44.49,30.0,3,15.0,13.0,10,15.0
11,0,9,1,3,0,0,0,1,16,4,4,0,3,1,60,810,6245.1,7.71,0.13,0,47.0,1000.51,12.24,18.0,4,9.0,18.0,4,9.0
2,0,2,1,3,0,0,0,1,16,15,14,0,13,7,60,40000,296000.0,7.4,0.12,10,4289.0,24594.29,473.6,21.0,1,8.0,21.0,1,8.0
25,400,11,1,3,1,58,0,1,16,52,18,0,27,7,60,24880,84592.0,3.4,0.06,15,1401.0,4764.16,182.38,28.0,8,10.0,28.0,7,10.0
25,448,11,1,3,1,349,0,0,16,66,0,0,0,0,240,41737,81387.15,1.95,0.01,0,15160.0,12405.54,134.29,7.0,10,12.0,24.0,9,12.0
30,494,7,1,3,0,380,0,1,16,20,16,0,18,7,60,13830,133044.6,9.62,0.16,12,2400.0,18337.82,186.53,1.0,7,13.0,1.0,10,13.0
23,84,0,0,1,0,80,0,1,1,19,15,8,17,2,336,60,4603.2,76.72,0.23,11,170.0,4256.38,9.92,22.0,9,10.0,22.0,8,10.0
29,548,4,1,3,1,283,0,0,16,61,4,0,0,9,240,6738,14149.8,2.1,0.01,0,2720.0,32022.51,14.55,4.0,4,14.0,3.0,4,14.0
29,385,4,1,3,0,125,0,1,16,5,5,0,4,1,30,8660,50054.8,5.78,0.19,0,742.0,1211.49,98.11,10.0,11,9.0,2.0,11,9.0
17,0,3,1,3,0,0,0,1,16,43,25,11,29,7,30,326,8557.5,26.25,0.88,14,35.0,6443.61,16.77,24.0,9,9.0,24.0,8,9.0
23,116,0,0,0,0,110,0,1,11,23,0,0,20,1,60,1247,3167.38,2.54,0.04,15,71.0,4035.45,6.83,21.0,6,10.0,21.0,6,10.0
24,13,5,0,0,3,13,0,1,8,59,29,0,35,7,30,38530,394932.5,10.25,0.34,35,5640.0,9481.92,405.99,25.0,10,15.0,25.0,9,15.0
45,179,10,0,1,0,164,0,0,1,16,1,7,14,9,300,2625,80902.5,30.82,0.1,11,2583.0,20559.39,95.22,14.0,10,15.0,14.0,9,15.0
27,527,6,1,3,1,399,0,0,16,72,8,0,0,9,240,5495,7967.75,1.45,0.01,0,1960.0,4390.98,9.86,15.0,0,13.0,15.0,0,13.0
30,677,7,1,3,0,475,0,1,16,20,16,0,18,7,60,31000,351850.0,11.35,0.19,4,3941.0,42656.07,689.63,3.0,7,10.0,3.0,10,10.0
30,674,7,1,3,1,472,0,1,16,59,29,0,35,7,30,2361,24200.25,10.25,0.34,28,1255.0,4438.0,28.48,27.0,7,15.0,24.0,10,15.0
24,53,5,0,1,0,52,0,0,1,18,1,0,16,1,60,520,3088.8,5.94,0.1,1,65.0,892.5,3.18,9.0,6,14.0,9.0,6,14.0
26,8,14,0,4,0,8,0,1,0,4,4,0,3,1,60,8989,66788.27,7.43,0.12,0,454.0,3315.24,144.0,15.0,11,10.0,8.0,11,10.0
29,414,4,1,3,0,110,0,1,16,52,18,0,27,7,60,33998,111513.44,3.28,0.05,4,7275.0,8758.36,240.42,22.0,7,11.0,22.0,10,11.0
30,748,7,1,3,0,57,0,1,16,1,1,1,1,1,120,13164,266176.08,20.22,0.17,1,2722.0,8604.7,329.26,15.0,0,13.0,8.0,2,13.0
23,92,0,0,0,0,88,0,1,4,7,3,0,3,1,30,3696,24948.0,6.75,0.22,4,314.0,4885.33,53.79,28.0,7,11.0,28.0,10,11.0
29,499,4,1,3,1,381,0,1,16,20,16,0,18,7,60,36240,310939.2,8.58,0.14,0,13509.0,36857.21,435.94,28.0,7,13.0,28.0,10,13.0
15,0,12,1,3,1,0,0,1,16,5,5,0,4,1,30,45000,540450.0,12.01,0.4,4,3457.0,1934.31,864.72,23.0,5,8.0,23.0,5,8.0
0,0,0,0,0,0,0,0,1,4,7,3,0,3,1,30,1344,18359.04,13.66,0.46,4,1537.0,13507.92,29.37,19.0,6,8.0,19.0,6,8.0
23,1,0,0,0,0,2,0,1,9,4,4,0,3,1,60,497,2857.75,5.75,0.1,12,117.0,658.27,3.54,28.0,6,13.0,28.0,6,13.0
29,414,4,1,3,1,110,0,1,16,52,18,0,27,7,60,2376,7793.28,3.28,0.05,4,189.0,8953.21,16.8,30.0,6,10.0,25.0,6,10.0
40,505,9,1,3,0,387,0,1,16,54,25,0,32,7,30,4917,31370.46,6.38,0.21,12,1283.0,12862.56,38.81,18.0,8,13.0,15.0,8,13.0
63,564,25,1,3,0,416,0,1,16,14,13,0,12,7,60,396,2581.92,6.52,0.11,12,410.0,4708.0,2.65,1.0,6,14.0,1.0,6,14.0
41,516,18,1,3,2,184,0,1,16,23,0,0,20,1,60,19683,44483.58,2.26,0.04,15,1733.0,20893.21,55.03,22.0,5,13.0,14.0,5,13.0
30,795,7,1,3,0,152,0,1,16,76,1,0,1,1,120,8335,222544.5,26.7,0.22,0,2034.0,10977.65,275.29,7.0,11,12.0,28.0,2,12.0
23,4,0,0,1,0,5,0,1,1,62,15,8,17,1,30,300,6978.0,23.26,0.78,1,38.0,1779.09,7.17,18.0,1,14.0,18.0,1,14.0
29,215,4,0,1,0,192,0,1,1,58,15,8,17,1,60,350,2397.5,6.85,0.11,1,56.0,1726.5,2.97,23.0,11,13.0,23.0,11,13.0
18,0,13,1,3,0,0,0,1,16,7,3,0,3,1,30,1250,11250.0,9.0,0.3,4,1787.0,12798.04,22.05,21.0,10,9.0,21.0,9,9.0
29,450,4,1,3,1,30,0,1,16,20,16,0,18,7,60,75000,841500.0,11.22,0.19,4,10746.0,22878.26,1388.48,19.0,8,12.0,19.0,7,12.0
24,56,5,0,0,0,55,0,1,4,21,17,0,3,1,60,4680,51433.2,10.99,0.18,4,487.0,3463.53,52.87,13.0,9,15.0,13.0,8,15.0
15,0,12,1,3,1,1,0,1,16,5,5,0,4,1,30,4000,24880.0,6.22,0.21,0,1900.0,4997.46,48.76,13.0,0,9.0,13.0,0,9.0
14,0,11,1,3,0,0,0,1,16,5,5,0,4,1,30,33787,419634.54,12.42,0.41,0,6081.0,3316.9,671.42,5.0,4,8.0,5.0,4,8.0
30,519,7,1,3,0,394,0,0,16,74,34,0,37,7,60,1864,7456.0,4.0,0.07,0,89.0,790.29,9.22,31.0,3,14.0,17.0,10,14.0
24,89,5,0,0,0,85,0,1,4,78,35,0,39,1,30,5000,100000.0,20.0,0.67,4,670.0,4909.72,123.7,30.0,1,13.0,30.0,1,13.0
57,353,24,0,1,0,295,0,1,14,79,19,9,40,1,120,188,44639.99,237.45,1.98,32,33.0,660.3,73.66,3.0,9,11.0,3.0,8,11.0
33,457,2,1,3,1,354,0,1,16,9,8,0,7,1,60,96018,223721.94,2.33,0.04,49,4271.0,3825.8,369.14,4.0,10,12.0,13.0,8,12.0
30,395,7,1,3,1,160,0,1,16,5,5,0,4,1,30,4500,24075.0,5.35,0.18,4,350.0,1854.0,51.91,7.0,8,10.0,25.0,8,10.0
34,610,12,1,3,1,438,0,1,16,54,25,0,32,7,30,129998,1419578.16,10.92,0.36,4,11115.0,16482.05,3060.61,10.0,9,11.0,25.0,10,11.0
1,0,1,0,0,0,0,0,1,0,2,2,0,2,2,60,35065,54350.75,1.55,0.03,0,2318.0,6755.81,86.96,20.0,2,7.0,24.0,11,7.0
45,532,10,1,3,1,76,0,0,16,99,17,0,24,9,240,435,5254.8,12.08,0.05,0,116.0,3100.0,6.5,30.0,6,13.0,20.0,6,13.0
34,547,12,1,3,1,121,0,1,16,76,1,0,1,1,120,32905,648557.55,19.71,0.16,4,5111.0,10944.73,666.72,29.0,1,14.0,2.0,6,14.0
22,433,3,1,3,2,338,0,1,16,20,16,0,18,7,60,53109,595882.98,11.22,0.19,0,19464.0,13398.06,983.21,15.0,4,11.0,6.0,5,11.0
56,487,18,1,3,2,167,0,1,16,20,16,0,18,7,60,152000,1462240.0,9.62,0.16,4,43571.0,67732.54,2050.06,24.0,0,12.0,17.0,0,12.0
1,0,1,1,3,0,1,0,1,16,9,8,0,7,1,60,4500,10980.0,2.44,0.04,4,658.0,4311.22,21.52,6.0,0,9.0,6.0,0,9.0
34,697,12,1,3,1,488,0,1,16,23,0,0,20,1,60,84,210.84,2.51,0.04,12,6.0,3402.23,0.45,30.0,8,11.0,20.0,9,11.0
45,325,10,0,1,0,276,0,0,1,16,1,7,14,9,300,6914,213089.48,30.82,0.1,11,6090.0,41141.5,250.81,21.0,10,15.0,21.0,9,15.0
6,0,5,1,3,0,0,0,1,16,4,4,0,3,1,60,1925,15688.75,8.15,0.14,0,111.0,1355.06,25.1,2.0,4,8.0,2.0,4,8.0
29,589,4,1,3,1,255,0,1,16,55,28,0,33,7,30,6750,31185.0,4.62,0.15,31,4426.0,14734.92,36.7,31.0,5,15.0,6.0,1,15.0
19,0,3,1,3,0,0,0,1,16,5,5,0,4,1,30,25000,300250.0,12.01,0.4,0,2173.0,9906.63,480.4,27.0,4,8.0,27.0,4,8.0
29,381,4,1,3,0,310,0,1,16,9,8,0,7,1,60,1833,4472.52,2.44,0.04,0,88.0,1211.48,8.77,4.0,11,9.0,2.0,11,9.0
48,434,10,1,3,1,331,0,0,16,27,18,0,22,11,60,3687,7005.3,1.9,0.03,10,212.0,2143.48,15.1,15.0,1,11.0,11.0,1,11.0
30,498,7,1,3,0,152,0,1,16,21,17,0,3,1,60,2067,26788.32,12.96,0.22,4,220.0,1616.45,37.56,20.0,11,12.0,28.0,2,12.0
27,774,6,1,3,1,530,0,1,16,59,29,0,35,7,30,61123,658905.94,10.78,0.36,12,8281.0,14311.0,815.07,16.0,4,14.0,17.0,9,14.0
26,8,14,0,4,0,8,0,1,0,9,8,0,7,1,60,33711,85288.83,2.53,0.04,0,1810.0,2016.42,183.88,24.0,1,10.0,20.0,6,10.0
25,563,11,1,3,1,406,0,1,16,20,16,0,18,7,60,210000,1703100.0,8.11,0.14,12,81836.0,47171.27,1750.79,29.0,1,14.0,25.0,1,14.0
15,0,12,1,3,1,1,0,1,16,5,5,0,4,1,30,27941,307351.0,11.0,0.37,25,1970.0,6759.28,602.41,29.0,6,9.0,29.0,6,9.0
30,127,7,0,2,0,120,0,1,7,86,36,18,6,1,60,1299,72094.5,55.5,0.92,8,137.0,309.95,74.11,28.0,0,14.0,28.0,0,14.0
9,0,7,1,3,0,0,0,1,16,4,4,0,3,1,60,105,809.55,7.71,0.13,0,6.0,1053.86,1.59,1.0,4,9.0,1.0,4,9.0
30,598,7,1,3,0,319,0,1,16,54,25,0,32,7,30,6000,70500.0,11.75,0.39,4,493.0,7879.03,152.0,30.0,4,10.0,22.0,4,10.0
34,436,12,1,3,1,340,0,0,16,0,0,0,0,0,240,20000,36000.0,1.8,0.01,0,7482.0,6801.72,59.4,15.0,5,11.0,11.0,5,11.0
14,0,11,1,3,1,1,0,1,16,15,14,0,13,7,60,125000,890000.0,7.12,0.12,15,9290.0,2400.26,1744.4,27.0,1,9.0,27.0,1,9.0
25,671,11,1,3,1,470,0,1,16,59,29,0,35,7,30,15654,152783.04,9.76,0.33,12,112027.0,79514.44,157.06,28.0,7,15.0,13.0,8,15.0
0,0,0,0,0,0,0,0,1,0,20,16,0,18,7,60,3000,40500.0,13.5,0.22,0,332.0,4454.62,64.8,15.0,0,7.0,15.0,0,7.0
27,583,6,1,3,1,299,0,0,16,80,5,0,20,1,90,868,8072.4,9.3,0.1,15,173.0,2124.48,8.3,30.0,3,15.0,9.0,10,15.0
24,76,5,0,0,3,73,0,0,0,37,5,0,15,2,30,2688,4193.28,1.56,0.05,0,154.0,2520.54,5.19,9.0,10,14.0,9.0,9,14.0
69,575,27,1,3,0,281,0,1,16,20,16,0,18,7,60,1056,8564.16,8.11,0.14,12,155.0,994.25,8.8,31.0,5,14.0,25.0,5,14.0
69,517,27,1,3,0,393,0,0,16,72,8,0,0,9,240,927,1714.95,1.85,0.01,0,891.0,4674.58,2.12,9.0,5,13.0,23.0,1,13.0
6,0,5,1,3,0,0,0,1,16,5,5,0,4,1,30,35000,434700.0,12.42,0.41,15,2153.0,24448.0,695.52,10.0,11,7.0,10.0,11,7.0
22,656,3,1,3,2,462,0,0,16,74,34,0,37,7,60,763,3509.8,4.6,0.08,0,56.0,20666.07,4.34,21.0,1,13.0,10.0,9,13.0
14,0,11,1,3,0,1,0,1,16,2,2,0,2,2,60,370,551.3,1.49,0.02,15,18.0,423.89,1.08,3.0,6,9.0,3.0,6,9.0
29,589,4,1,3,1,255,0,1,16,20,16,0,18,7,60,145000,1119400.0,7.72,0.13,15,16614.0,24788.37,1317.53,29.0,10,15.0,8.0,4,15.0
15,0,12,1,3,0,0,0,0,16,46,4,0,0,9,240,3200,6720.0,2.1,0.01,0,1120.0,8185.2,13.17,20.0,0,8.0,20.0,0,8.0
30,428,7,1,3,1,335,0,1,16,5,5,0,4,1,30,52231,226682.54,4.34,0.14,12,4447.0,17711.71,488.73,22.0,7,11.0,28.0,10,11.0
22,558,3,1,3,2,411,0,1,16,20,16,0,18,7,60,200000,1622000.0,8.11,0.14,0,51698.0,28812.57,1667.42,30.0,4,14.0,20.0,4,14.0
23,70,0,0,0,0,67,0,1,24,23,0,0,20,1,60,12937,29755.1,2.3,0.04,25,875.0,2181.91,36.81,6.0,4,14.0,6.0,4,14.0
22,526,3,1,3,2,398,0,0,16,74,34,0,37,7,60,955,4393.0,4.6,0.08,0,104.0,20666.07,5.43,4.0,6,13.0,10.0,9,13.0
29,543,4,1,3,0,97,0,0,16,66,0,0,0,0,240,4000,7440.0,1.86,0.01,0,1928.0,8050.55,9.2,31.0,3,14.0,18.0,3,14.0
25,535,11,1,3,1,402,0,1,16,14,13,0,12,7,60,9784,63791.68,6.52,0.11,0,884.0,684.86,78.91,29.0,1,14.0,30.0,0,14.0
22,412,3,1,3,2,175,0,1,16,20,16,0,18,7,60,7000,78540.0,11.22,0.19,0,922.0,6147.18,169.33,16.0,1,10.0,17.0,1,10.0
23,165,0,0,0,0,150,0,1,4,5,5,0,4,1,30,31579,135789.7,4.3,0.14,4,2585.0,11617.57,292.76,22.0,5,10.0,22.0,5,10.0
23,36,0,0,0,0,36,0,0,0,66,0,0,0,0,240,564,1099.8,1.95,0.01,0,5939.0,10770.55,1.54,29.0,2,12.0,29.0,2,12.0
25,448,11,1,3,1,349,0,1,16,15,14,0,13,7,60,4666,25103.08,5.38,0.09,15,346.0,3580.36,41.42,7.0,10,12.0,10.0,9,12.0
32,142,16,0,0,0,132,0,0,8,69,13,0,36,7,60,150,322.5,2.15,0.04,10,25.0,1765.03,0.33,22.0,1,14.0,22.0,1,14.0
62,444,13,1,3,0,244,0,1,16,20,16,0,18,7,60,45113,506167.86,11.22,0.19,4,5856.0,22711.84,835.18,17.0,2,11.0,7.0,2,11.0
29,169,4,0,2,0,154,0,1,7,51,27,14,6,2,180,1015,50750.0,50.0,0.28,8,257.0,1167.97,109.42,28.0,3,11.0,28.0,3,11.0
30,359,7,0,1,0,246,0,1,14,79,19,9,40,1,120,98,10150.19,103.57,0.86,32,18.0,968.25,16.75,21.0,11,10.0,21.0,11,10.0
24,262,5,0,1,0,228,0,0,1,18,1,0,16,1,60,300,2712.0,9.04,0.15,1,44.0,1075.54,5.85,18.0,4,10.0,18.0,4,10.0
1,0,1,1,3,0,0,0,1,16,9,8,0,7,1,60,29500,89680.0,3.04,0.05,3,1640.0,11273.0,143.49,20.0,11,7.0,9.0,3,8.0
24,13,5,0,0,0,13,0,1,9,4,4,0,3,1,60,990,5445.0,5.5,0.09,12,69.0,694.54,5.6,26.0,9,15.0,26.0,8,15.0
34,694,12,1,3,1,486,0,1,16,71,11,0,10,7,30,120200,2394384.0,19.92,0.66,4,13222.0,4471.08,5162.29,14.0,8,11.0,5.0,7,11.0
25,438,11,1,3,1,341,0,1,16,9,8,0,7,1,60,4050,9436.5,2.33,0.04,0,195.0,3495.81,15.57,31.0,10,11.0,6.0,7,11.0
24,53,5,0,0,3,52,0,1,9,55,28,0,33,7,30,33936,156784.32,4.62,0.15,12,14925.0,22100.46,161.17,30.0,0,14.0,30.0,0,14.0
24,56,5,0,0,3,55,0,1,9,55,28,0,33,7,30,36831,170159.22,4.62,0.15,12,17826.0,20526.23,174.92,9.0,8,15.0,9.0,7,15.0
42,595,3,1,3,2,313,0,1,16,21,17,0,3,1,60,755,16172.1,21.42,0.36,4,75.0,11637.64,31.7,18.0,11,9.0,18.0,11,9.0
3,0,3,1,3,0,0,0,1,16,2,2,0,2,2,60,948,1469.4,1.55,0.03,0,127.0,4984.4,2.88,17.0,2,8.0,17.0,2,8.0
13,0,10,1,3,1,0,0,1,16,41,18,0,27,7,30,537,1074.0,2.0,0.07,10,143.0,2099.0,1.72,18.0,6,7.0,18.0,6,7.0
27,161,6,0,2,0,147,0,1,9,9,8,0,7,1,60,15030,38927.7,2.59,0.04,12,933.0,3847.96,76.3,13.0,4,10.0,13.0,4,10.0
6,0,5,1,3,0,0,0,1,16,5,5,0,4,1,30,19740,237077.4,12.01,0.4,0,2941.0,31051.3,379.32,31.0,9,8.0,31.0,8,8.0
29,446,4,1,3,1,347,0,1,16,71,11,0,10,7,30,6678,133025.76,19.92,0.66,4,2244.0,3296.34,219.49,9.0,11,11.0,19.0,2,11.0
34,692,12,1,3,1,438,0,1,16,54,25,0,32,7,30,200000,2184000.0,10.92,0.36,4,43128.0,34543.36,4708.7,31.0,9,11.0,7.0,8,11.0
25,563,11,1,3,1,406,0,1,16,14,13,0,12,7,60,26512,172858.24,6.52,0.11,0,2381.0,5073.25,177.7,1.0,7,15.0,13.0,3,15.0
60,473,7,1,3,0,365,0,1,16,55,28,0,33,7,30,20201,111913.54,5.54,0.18,40,3865.0,19667.94,156.9,29.0,0,12.0,29.0,0,12.0
23,9,0,0,0,0,9,0,1,9,59,29,0,35,7,30,17760,177600.0,10.0,0.33,12,2523.0,4784.19,209.04,10.0,5,15.0,7.0,5,15.0
17,0,3,1,3,2,1,0,1,16,43,25,11,29,7,30,873,22916.25,26.25,0.88,14,76.0,7445.8,44.92,4.0,1,9.0,4.0,1,9.0
41,58,18,0,0,0,57,0,1,0,59,29,0,35,7,30,37470,417790.5,11.15,0.37,28,4927.0,65875.32,516.81,8.0,3,14.0,8.0,3,14.0
22,401,3,1,3,2,320,0,1,16,5,5,0,4,1,30,210,997.5,4.75,0.16,0,19.0,9736.1,2.15,31.0,10,10.0,18.0,9,10.0
30,628,7,1,3,0,361,0,1,16,23,0,0,20,1,60,5924,14869.24,2.51,0.04,15,1421.0,4322.6,20.85,3.0,10,12.0,27.0,8,12.0
4,0,4,1,3,0,1,0,0,16,44,8,0,0,9,240,3535,6716.5,1.9,0.01,0,1224.0,2298.61,14.48,27.0,0,9.0,27.0,0,9.0
30,474,7,1,3,1,366,0,1,16,55,28,0,33,7,30,19078,105692.12,5.54,0.18,12,2030.0,11846.85,148.18,31.0,0,12.0,31.0,0,12.0
